id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
FUM_num2,Fumarase,"OrderedDict([('fum_c', -1.0), ('h2o_c', -1.0), ('mal__L_c', 1.0)])",0.0,1000.0,b4122,"OrderedDict([('bigg.reaction', 'FUM'), ('biocyc', 'META:FUMHYDR-RXN'), ('ec-code', '4.2.1.2'), ('kegg.reaction', 'R01082'), ('metanetx.reaction', 'MNXR99705'), ('reactome.reaction', ['R-TGU-451033', 'R-TGU-70982', 'R-HSA-70982', 'R-ATH-451033', 'R-SPO-70982', 'R-SPO-451033', 'R-XTR-451033', 'R-MMU-70982', 'R-DRE-70982', 'R-DME-70982', 'R-DME-451033', 'R-HSA-451033', 'R-SCE-451033', 'R-DDI-451033', 'R-OSA-451033', 'R-CFA-70982', 'R-XTR-70982', 'R-MMU-451033', 'R-OSA-70982', 'R-BTA-70982', 'R-DRE-451033', 'R-GGA-373141', 'R-RNO-451033', 'R-CEL-451033', 'R-ATH-70982', 'R-GGA-373145', 'R-CEL-70982', 'R-BTA-451033', 'R-SSC-451033', 'R-SCE-70982', 'R-CFA-451033', 'R-RNO-70982', 'R-GGA-70982', 'R-DDI-70982', 'R-GGA-451033', 'R-SSC-70982']), ('rhea', ['12463', '12461', '12462', '12460']), ('sabiork', '256'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00799')])","OrderedDict([('reflection', 'FUM_reverse')])",
FUM_num3,Fumarase,"OrderedDict([('fum_c', -1.0), ('h2o_c', -1.0), ('mal__L_c', 1.0)])",0.0,1000.0,b1611,"OrderedDict([('bigg.reaction', 'FUM'), ('biocyc', 'META:FUMHYDR-RXN'), ('ec-code', '4.2.1.2'), ('kegg.reaction', 'R01082'), ('metanetx.reaction', 'MNXR99705'), ('reactome.reaction', ['R-TGU-451033', 'R-TGU-70982', 'R-HSA-70982', 'R-ATH-451033', 'R-SPO-70982', 'R-SPO-451033', 'R-XTR-451033', 'R-MMU-70982', 'R-DRE-70982', 'R-DME-70982', 'R-DME-451033', 'R-HSA-451033', 'R-SCE-451033', 'R-DDI-451033', 'R-OSA-451033', 'R-CFA-70982', 'R-XTR-70982', 'R-MMU-451033', 'R-OSA-70982', 'R-BTA-70982', 'R-DRE-451033', 'R-GGA-373141', 'R-RNO-451033', 'R-CEL-451033', 'R-ATH-70982', 'R-GGA-373145', 'R-CEL-70982', 'R-BTA-451033', 'R-SSC-451033', 'R-SCE-70982', 'R-CFA-451033', 'R-RNO-70982', 'R-GGA-70982', 'R-DDI-70982', 'R-GGA-451033', 'R-SSC-70982']), ('rhea', ['12463', '12461', '12462', '12460']), ('sabiork', '256'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00799')])","OrderedDict([('reflection', 'FUM_reverse')])",
SERD_L_num2,L-serine deaminase,"OrderedDict([('nh4_c', 1.0), ('pyr_c', 1.0), ('ser__L_c', -1.0)])",0.0,1000.0,b1814,"OrderedDict([('bigg.reaction', 'SERD_L'), ('biocyc', 'META:4.3.1.17-RXN'), ('ec-code', ['4.3.1.15', '4.3.1.19', '4.3.1.17']), ('kegg.reaction', ['R00220', 'R00223']), ('metanetx.reaction', 'MNXR104339'), ('rhea', ['19170', '19169', '19171', '19172']), ('sabiork', '745'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00165')])",,
SERD_L_num3,L-serine deaminase,"OrderedDict([('nh4_c', 1.0), ('pyr_c', 1.0), ('ser__L_c', -1.0)])",0.0,1000.0,b2797,"OrderedDict([('bigg.reaction', 'SERD_L'), ('biocyc', 'META:4.3.1.17-RXN'), ('ec-code', ['4.3.1.15', '4.3.1.19', '4.3.1.17']), ('kegg.reaction', ['R00220', 'R00223']), ('metanetx.reaction', 'MNXR104339'), ('rhea', ['19170', '19169', '19171', '19172']), ('sabiork', '745'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00165')])",,
SERD_L_num4,L-serine deaminase,"OrderedDict([('nh4_c', 1.0), ('pyr_c', 1.0), ('ser__L_c', -1.0)])",0.0,1000.0,b3708,"OrderedDict([('bigg.reaction', 'SERD_L'), ('biocyc', 'META:4.3.1.17-RXN'), ('ec-code', ['4.3.1.15', '4.3.1.19', '4.3.1.17']), ('kegg.reaction', ['R00220', 'R00223']), ('metanetx.reaction', 'MNXR104339'), ('rhea', ['19170', '19169', '19171', '19172']), ('sabiork', '745'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00165')])",,
SERD_L_num5,L-serine deaminase,"OrderedDict([('nh4_c', 1.0), ('pyr_c', 1.0), ('ser__L_c', -1.0)])",0.0,1000.0,b3117,"OrderedDict([('bigg.reaction', 'SERD_L'), ('biocyc', 'META:4.3.1.17-RXN'), ('ec-code', ['4.3.1.15', '4.3.1.19', '4.3.1.17']), ('kegg.reaction', ['R00220', 'R00223']), ('metanetx.reaction', 'MNXR104339'), ('rhea', ['19170', '19169', '19171', '19172']), ('sabiork', '745'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00165')])",,
NADDP_num2,NAD diphosphatase,"OrderedDict([('amp_c', 1.0), ('h2o_c', -1.0), ('h_c', 2.0), ('nad_c', -1.0), ('nmn_c', 1.0)])",0.0,1000.0,b2411,"OrderedDict([('bigg.reaction', 'NADDP'), ('biocyc', 'META:NADPYROPHOSPHAT-RXN'), ('ec-code', ['3.6.1.22', '3.6.1.9']), ('kegg.reaction', 'R00103'), ('metanetx.reaction', 'MNXR101861'), ('rhea', ['11802', '11800', '11801', '11803']), ('sabiork', '684'), ('sbo', 'SBO:0000176'), ('seed.reaction', ['rxn00076', 'rxn05823'])])",,
THRD_num2,L-threonine dehydrogenase,"OrderedDict([('2aobut_c', 1.0), ('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0), ('thr__L_c', -1.0)])",0.0,1000.0,b3589,"OrderedDict([('bigg.reaction', 'THRD'), ('biocyc', 'META:THREODEHYD-RXN'), ('ec-code', '1.1.1.103'), ('kegg.reaction', 'R01465'), ('metanetx.reaction', 'MNXR103402'), ('reactome.reaction', 'R-HSA-6798667'), ('rhea', ['13161', '13164', '13163', '13162']), ('sabiork', '1641'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01068')])",,
NMNAT_num2,Nicotinamide-nucleotide adenylyltransferase,"OrderedDict([('atp_c', -1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nmn_c', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b0639,"OrderedDict([('bigg.reaction', 'NMNAT'), ('biocyc', 'META:2.7.7.1-RXN'), ('ec-code', ['2.7.7.18', '2.7.7.1']), ('kegg.reaction', 'R00137'), ('metanetx.reaction', 'MNXR95841'), ('reactome.reaction', ['R-ATH-8939959', 'R-DRE-8939959', 'R-TGU-8939959', 'R-RNO-8939959', 'R-HSA-8939959', 'R-XTR-8939959', 'R-CFA-8939959', 'R-GGA-8939959', 'R-DDI-8939959', 'R-MMU-8939959', 'R-SSC-8939959', 'R-SCE-8939959', 'R-OSA-8939959', 'R-BTA-8939959', 'R-SPO-8939959', 'R-CEL-8939959']), ('rhea', ['21361', '21362', '21360', '21363']), ('sabiork', '706'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00105')])",,
HMPK1_num2,Hydroxymethylpyrimidine kinase (ATP),"OrderedDict([('4ahmmp_c', -1.0), ('4ampm_c', 1.0), ('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0)])",0.0,1000.0,b2418,"OrderedDict([('bigg.reaction', 'HMPK1'), ('ec-code', '2.7.1.49'), ('metanetx.reaction', 'MNXR143164'), ('sabiork', '3265'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn02484')])",,
GLCP_num2,Glycogen phosphorylase,"OrderedDict([('g1p_c', 1.0), ('glycogen_c', -1.0), ('pi_c', -1.0)])",0.0,1000.0,b3417,"OrderedDict([('bigg.reaction', 'GLCP'), ('metanetx.reaction', 'MNXR100214'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn13299')])",,
RBP4E_num2,L-ribulose-phosphate 4-epimerase,"OrderedDict([('ru5p__L_c', -1.0), ('xu5p__D_c', 1.0)])",0.0,1000.0,b4198,"OrderedDict([('bigg.reaction', 'RBP4E'), ('biocyc', 'META:RIBULPEPIM-RXN'), ('ec-code', '5.1.3.4'), ('kegg.reaction', 'R05850'), ('metanetx.reaction', 'MNXR103434'), ('rhea', ['22370', '22371', '22368', '22369']), ('sabiork', '67'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn04082')])","OrderedDict([('reflection', 'RBP4E_reverse')])",
RBP4E_num3,L-ribulose-phosphate 4-epimerase,"OrderedDict([('ru5p__L_c', -1.0), ('xu5p__D_c', 1.0)])",0.0,1000.0,b3583,"OrderedDict([('bigg.reaction', 'RBP4E'), ('biocyc', 'META:RIBULPEPIM-RXN'), ('ec-code', '5.1.3.4'), ('kegg.reaction', 'R05850'), ('metanetx.reaction', 'MNXR103434'), ('rhea', ['22370', '22371', '22368', '22369']), ('sabiork', '67'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn04082')])","OrderedDict([('reflection', 'RBP4E_reverse')])",
NTD2_num2,5'-nucleotidase (UMP),"OrderedDict([('h2o_c', -1.0), ('pi_c', 1.0), ('ump_c', -1.0), ('uri_c', 1.0)])",0.0,1000.0,b4374,"OrderedDict([('bigg.reaction', 'NTD2'), ('biocyc', 'META:RXN-14025'), ('ec-code', '3.1.3.5'), ('kegg.reaction', 'R00963'), ('metanetx.reaction', 'MNXR102032'), ('rhea', ['29362', '29360', '29361', '29359']), ('sabiork', '210'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00708')])",,
NTD2_num3,5'-nucleotidase (UMP),"OrderedDict([('h2o_c', -1.0), ('pi_c', 1.0), ('ump_c', -1.0), ('uri_c', 1.0)])",0.0,1000.0,b0675,"OrderedDict([('bigg.reaction', 'NTD2'), ('biocyc', 'META:RXN-14025'), ('ec-code', '3.1.3.5'), ('kegg.reaction', 'R00963'), ('metanetx.reaction', 'MNXR102032'), ('rhea', ['29362', '29360', '29361', '29359']), ('sabiork', '210'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00708')])",,
NTD4_num2,5'-nucleotidase (CMP),"OrderedDict([('cmp_c', -1.0), ('cytd_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b0675,"OrderedDict([('bigg.reaction', 'NTD4'), ('biocyc', 'META:RXN-14026'), ('ec-code', ['3.1.3.5', '3.1.3.91']), ('kegg.reaction', 'R00511'), ('metanetx.reaction', 'MNXR102034'), ('rhea', ['29370', '29368', '29369', '29367']), ('sabiork', '211'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00363')])",,
NTD5_num2,5'-nucleotidase (dTMP),"OrderedDict([('dtmp_c', -1.0), ('h2o_c', -1.0), ('pi_c', 1.0), ('thymd_c', 1.0)])",0.0,1000.0,b4374,"OrderedDict([('bigg.reaction', 'NTD5'), ('biocyc', 'META:THYMIDYLATE-5-PHOSPHATASE-RXN'), ('ec-code', ['3.1.3.35', '3.1.3.89', '3.1.3.5']), ('kegg.reaction', 'R01569'), ('metanetx.reaction', 'MNXR102035'), ('rhea', ['11081', '11083', '11082', '11080']), ('sabiork', '479'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01145')])",,
NTD5_num3,5'-nucleotidase (dTMP),"OrderedDict([('dtmp_c', -1.0), ('h2o_c', -1.0), ('pi_c', 1.0), ('thymd_c', 1.0)])",0.0,1000.0,b2291,"OrderedDict([('bigg.reaction', 'NTD5'), ('biocyc', 'META:THYMIDYLATE-5-PHOSPHATASE-RXN'), ('ec-code', ['3.1.3.35', '3.1.3.89', '3.1.3.5']), ('kegg.reaction', 'R01569'), ('metanetx.reaction', 'MNXR102035'), ('rhea', ['11081', '11083', '11082', '11080']), ('sabiork', '479'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01145')])",,
NTD5_num4,5'-nucleotidase (dTMP),"OrderedDict([('dtmp_c', -1.0), ('h2o_c', -1.0), ('pi_c', 1.0), ('thymd_c', 1.0)])",0.0,1000.0,b2361,"OrderedDict([('bigg.reaction', 'NTD5'), ('biocyc', 'META:THYMIDYLATE-5-PHOSPHATASE-RXN'), ('ec-code', ['3.1.3.35', '3.1.3.89', '3.1.3.5']), ('kegg.reaction', 'R01569'), ('metanetx.reaction', 'MNXR102035'), ('rhea', ['11081', '11083', '11082', '11080']), ('sabiork', '479'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01145')])",,
KAS14_num2,Beta-ketoacyl-ACP synthase,"OrderedDict([('ACP_c', 1.0), ('acACP_c', -1.0), ('actACP_c', 1.0), ('co2_c', 1.0), ('h_c', -1.0), ('malACP_c', -1.0)])",0.0,1000.0,b1095,"OrderedDict([('bigg.reaction', 'KAS14'), ('biocyc', 'META:3-OXOACYL-ACP-SYNTH-BASE-RXN'), ('ec-code', ['2.3.1.180', '2.3.1.85', '2.3.1.86', '2.3.1.179', '2.3.1.-', '2.3.1.41']), ('kegg.reaction', 'R04355'), ('metanetx.reaction', 'MNXR100912'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn05347')])",,
NTD6_num2,5'-nucleotidase (dAMP),"OrderedDict([('dad_2_c', 1.0), ('damp_c', -1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b2291,"OrderedDict([('bigg.reaction', 'NTD6'), ('biocyc', 'META:RXN-14161'), ('ec-code', ['3.1.3.5', '3.1.3.89']), ('kegg.reaction', 'R02088'), ('metanetx.reaction', 'MNXR102036'), ('rhea', ['29371', '29374', '29372', '29373']), ('sabiork', '282'), ('sbo', 'SBO:0000176'), ('seed.reaction', ['rxn13134', 'rxn01507'])])",,
NTD6_num3,5'-nucleotidase (dAMP),"OrderedDict([('dad_2_c', 1.0), ('damp_c', -1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b2361,"OrderedDict([('bigg.reaction', 'NTD6'), ('biocyc', 'META:RXN-14161'), ('ec-code', ['3.1.3.5', '3.1.3.89']), ('kegg.reaction', 'R02088'), ('metanetx.reaction', 'MNXR102036'), ('rhea', ['29371', '29374', '29372', '29373']), ('sabiork', '282'), ('sbo', 'SBO:0000176'), ('seed.reaction', ['rxn13134', 'rxn01507'])])",,
PYDXPP_num2,Pyridoxal 5-phosphate phosphatase,"OrderedDict([('h2o_c', -1.0), ('pi_c', 1.0), ('pydx5p_c', -1.0), ('pydx_c', 1.0)])",0.0,1000.0,b3826,"OrderedDict([('bigg.reaction', 'PYDXPP'), ('biocyc', 'META:3.1.3.74-RXN'), ('ec-code', '3.1.3.74'), ('kegg.reaction', 'R00173'), ('metanetx.reaction', 'MNXR103368'), ('rhea', ['20536', '20535', '20534', '20533']), ('sabiork', '728'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00123')])",,
PYDXPP_num3,Pyridoxal 5-phosphate phosphatase,"OrderedDict([('h2o_c', -1.0), ('pi_c', 1.0), ('pydx5p_c', -1.0), ('pydx_c', 1.0)])",0.0,1000.0,b0766,"OrderedDict([('bigg.reaction', 'PYDXPP'), ('biocyc', 'META:3.1.3.74-RXN'), ('ec-code', '3.1.3.74'), ('kegg.reaction', 'R00173'), ('metanetx.reaction', 'MNXR103368'), ('rhea', ['20536', '20535', '20534', '20533']), ('sabiork', '728'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00123')])",,
PYDXPP_num4,Pyridoxal 5-phosphate phosphatase,"OrderedDict([('h2o_c', -1.0), ('pi_c', 1.0), ('pydx5p_c', -1.0), ('pydx_c', 1.0)])",0.0,1000.0,b0675,"OrderedDict([('bigg.reaction', 'PYDXPP'), ('biocyc', 'META:3.1.3.74-RXN'), ('ec-code', '3.1.3.74'), ('kegg.reaction', 'R00173'), ('metanetx.reaction', 'MNXR103368'), ('rhea', ['20536', '20535', '20534', '20533']), ('sabiork', '728'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00123')])",,
HACD6_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),"OrderedDict([('3htdcoa_c', 1.0), ('3otdcoa_c', -1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b2341,"OrderedDict([('bigg.reaction', 'HACD6'), ('biocyc', 'META:RXN-12507'), ('ec-code', ['1.1.1.35', '1.1.1.211']), ('kegg.reaction', 'R04739'), ('metanetx.reaction', 'MNXR100547'), ('reactome.reaction', ['R-DME-77283', 'R-BTA-77283', 'R-SSC-77283', 'R-TGU-77283', 'R-HSA-77283', 'R-GGA-77283', 'R-CEL-77283', 'R-CFA-77283', 'R-RNO-77283', 'R-MMU-77283', 'R-XTR-77283']), ('rhea', ['31169', '31167', '31170', '31168']), ('sabiork', '4395'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn06777')])","OrderedDict([('reflection', 'HACD6_reverse')])",
ECOAH1_num2,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),"OrderedDict([('3hbcoa_c', -1.0), ('b2coa_c', 1.0), ('h2o_c', 1.0)])",0.0,1000.0,b3846,"OrderedDict([('bigg.reaction', 'ECOAH1'), ('biocyc', 'META:RXN-11667'), ('ec-code', ['4.2.1.150', '4.2.1.17', '4.2.1.55']), ('kegg.reaction', 'R03026'), ('metanetx.reaction', 'MNXR97883'), ('reactome.reaction', ['R-CFA-77314', 'R-TGU-77314', 'R-RNO-77314', 'R-SCE-77314', 'R-HSA-77314', 'R-CEL-77314', 'R-DDI-77314', 'R-DRE-77314', 'R-SSC-77314', 'R-GGA-77314', 'R-XTR-77314', 'R-MMU-77314', 'R-DME-77314', 'R-BTA-77314']), ('rhea', ['26559', '26558', '26560', '26561']), ('sabiork', '2876'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn02167')])","OrderedDict([('reflection', 'ECOAH1_reverse')])",
ECOAH2_num2,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),"OrderedDict([('3hhcoa_c', -1.0), ('h2o_c', 1.0), ('hx2coa_c', 1.0)])",0.0,1000.0,b3846,"OrderedDict([('bigg.reaction', 'ECOAH2'), ('biocyc', 'META:RXN-12567'), ('ec-code', ['4.2.1.17', '4.2.1.74']), ('kegg.reaction', 'R04749'), ('metanetx.reaction', 'MNXR97886'), ('reactome.reaction', ['R-HSA-77325', 'R-DME-77325', 'R-MMU-77325', 'R-RNO-77325', 'R-BTA-77325', 'R-TGU-77325', 'R-XTR-77325', 'R-CFA-77325', 'R-DDI-77325', 'R-SCE-77325', 'R-CEL-77325', 'R-DRE-77325', 'R-SSC-77325', 'R-GGA-77325']), ('rhea', ['30548', '30547', '30550', '30549']), ('sabiork', '4405'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03250')])","OrderedDict([('reflection', 'ECOAH2_reverse')])",
ECOAH3_num2,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),"OrderedDict([('3hocoa_c', -1.0), ('h2o_c', 1.0), ('oc2coa_c', 1.0)])",0.0,1000.0,b3846,"OrderedDict([('bigg.reaction', 'ECOAH3'), ('ec-code', ['4.2.1.17', '4.2.1.74']), ('kegg.reaction', 'R04746'), ('metanetx.reaction', 'MNXR97888'), ('reactome.reaction', ['R-SSC-77333', 'R-GGA-77333', 'R-RNO-77333', 'R-BTA-77333', 'R-XTR-77333', 'R-CEL-77333', 'R-MMU-77333', 'R-TGU-77333', 'R-DME-77333', 'R-HSA-77333', 'R-DDI-77333', 'R-SCE-77333', 'R-DRE-77333', 'R-CFA-77333']), ('rhea', ['31202', '31200', '31201', '31199']), ('sabiork', '4402'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03247')])","OrderedDict([('reflection', 'ECOAH3_reverse')])",
HACD4_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),"OrderedDict([('3hdcoa_c', 1.0), ('3odcoa_c', -1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b2341,"OrderedDict([('bigg.reaction', 'HACD4'), ('biocyc', 'META:RXN-12490'), ('ec-code', ['1.1.1.35', '1.1.1.211']), ('kegg.reaction', 'R04743'), ('metanetx.reaction', 'MNXR100545'), ('reactome.reaction', ['R-BTA-77342', 'R-OSA-77342', 'R-ATH-77342', 'R-MMU-77342', 'R-CEL-77342', 'R-XTR-77342', 'R-SSC-77342', 'R-TGU-77342', 'R-CFA-77342', 'R-DRE-77342', 'R-GGA-77342', 'R-RNO-77342', 'R-HSA-77342', 'R-DDI-77342']), ('rhea', ['31190', '31187', '31189', '31188']), ('sabiork', '4399'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03244')])","OrderedDict([('reflection', 'HACD4_reverse')])",
G3PT_num2,Glycerol-3-phosphatase,"OrderedDict([('glyc3p_c', -1.0), ('glyc_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b0675,"OrderedDict([('bigg.reaction', 'G3PT'), ('biocyc', 'META:RXN-14965'), ('ec-code', ['3.1.3.2', '3.1.3.21']), ('kegg.reaction', 'R00841'), ('metanetx.reaction', 'MNXR99894'), ('sabiork', '1182'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00610')])",,
HACD5_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),"OrderedDict([('3hddcoa_c', 1.0), ('3oddcoa_c', -1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b2341,"OrderedDict([('bigg.reaction', 'HACD5'), ('ec-code', ['1.1.1.35', '1.1.1.211']), ('kegg.reaction', 'R04741'), ('metanetx.reaction', 'MNXR100546'), ('reactome.reaction', ['R-GGA-77254', 'R-TGU-77254', 'R-SSC-77254', 'R-HSA-77254', 'R-MMU-77254', 'R-RNO-77254', 'R-CFA-77254', 'R-OSA-77254', 'R-DDI-77254', 'R-DRE-77254', 'R-XTR-77254', 'R-ATH-77254', 'R-CEL-77254', 'R-BTA-77254']), ('rhea', ['31182', '31181', '31179', '31180']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03242')])","OrderedDict([('reflection', 'HACD5_reverse')])",
HACD7_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),"OrderedDict([('3hhdcoa_c', 1.0), ('3ohdcoa_c', -1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b3846,"OrderedDict([('bigg.reaction', 'HACD7'), ('biocyc', 'META:RXN-14271'), ('ec-code', ['1.1.1.35', '1.1.1.211']), ('kegg.reaction', 'R04737'), ('metanetx.reaction', 'MNXR100548'), ('reactome.reaction', ['R-TGU-77303', 'R-CEL-77303', 'R-BTA-77303', 'R-MMU-77303', 'R-RNO-77303', 'R-SSC-77303', 'R-CFA-77303', 'R-HSA-77303', 'R-XTR-77303', 'R-GGA-77303', 'R-DME-77303']), ('rhea', ['31161', '31160', '31162', '31159']), ('sabiork', '4393'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03239')])","OrderedDict([('reflection', 'HACD7_reverse')])",
PYDXK_num2,Pyridoxal kinase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0), ('pydx5p_c', 1.0), ('pydx_c', -1.0)])",0.0,1000.0,b1636,"OrderedDict([('bigg.reaction', 'PYDXK'), ('biocyc', 'META:PYRIDOXKIN-RXN'), ('ec-code', '2.7.1.35'), ('kegg.reaction', 'R00174'), ('metanetx.reaction', 'MNXR103361'), ('reactome.reaction', ['R-OSA-964970', 'R-CFA-964970', 'R-DDI-964970', 'R-BTA-964970', 'R-DME-964970', 'R-SSC-964970', 'R-XTR-964970', 'R-ATH-964970', 'R-TGU-964970', 'R-SCE-964970', 'R-MMU-964970', 'R-CEL-964970', 'R-GGA-964970', 'R-HSA-964970', 'R-RNO-964970', 'R-SPO-964970', 'R-DRE-964970']), ('rhea', ['10225', '10227', '10226', '10224']), ('sabiork', '729'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00124')])",,
ALCD19_num2,Alcohol dehydrogenase (glycerol),"OrderedDict([('glyald_c', -1.0), ('glyc_c', 1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b1241,"OrderedDict([('bigg.reaction', 'ALCD19'), ('ec-code', ['1.1.1.72', '1.1.1.21']), ('kegg.reaction', 'R01036'), ('metanetx.reaction', 'MNXR95709'), ('rhea', ['30029', '30027', '30028', '30030']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00763')])","OrderedDict([('reflection', 'ALCD19_reverse')])",
ACACCT_num2,Acetyl-CoA:acetoacetyl-CoA transferase,"OrderedDict([('aacoa_c', 1.0), ('ac_c', 1.0), ('acac_c', -1.0), ('accoa_c', -1.0)])",0.0,1000.0,b1694,"OrderedDict([('bigg.reaction', 'ACACCT'), ('biocyc', 'META:ACETOACETYL-COA-TRANSFER-RXN'), ('ec-code', ['2.8.3.9', '2.8.3.8']), ('kegg.reaction', 'R01359'), ('metanetx.reaction', 'MNXR95193'), ('rhea', ['27809', '27807', '27806', '27808']), ('sabiork', '1563'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00990')])",,
TGBPA_num2,Tagatose-bisphosphate aldolase,"OrderedDict([('dhap_c', 1.0), ('g3p_c', 1.0), ('tagdp__D_c', -1.0)])",0.0,1000.0,b2095 and b2096,"OrderedDict([('bigg.reaction', 'TGBPA'), ('biocyc', 'META:TAGAALDOL-RXN'), ('ec-code', '4.1.2.40'), ('kegg.reaction', 'R01069'), ('metanetx.reaction', 'MNXR104798'), ('rhea', ['22949', '22950', '22951', '22948']), ('sabiork', '1339'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00787')])","OrderedDict([('reflection', 'TGBPA_reverse')])",
DMSOR1_num2,Dimethyl sulfoxide reductase (Menaquinol 8),"OrderedDict([('dms_c', 1.0), ('dmso_c', -1.0), ('h2o_c', 1.0), ('mql8_c', -1.0), ('mqn8_c', 1.0)])",0.0,1000.0,b0895 and b0896 and b0894,"OrderedDict([('bigg.reaction', 'DMSOR1'), ('metanetx.reaction', 'MNXR97529'), ('rhea', ['29206', '29203', '29204', '29205']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08354')])",,
G1PTT_num2,Glucose-1-phosphate thymidylyltransferase,"OrderedDict([('dtdpglu_c', 1.0), ('dttp_c', -1.0), ('g1p_c', -1.0), ('h_c', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b3789,"OrderedDict([('bigg.reaction', 'G1PTT'), ('biocyc', 'META:DTDPGLUCOSEPP-RXN'), ('ec-code', '2.7.7.24'), ('kegg.reaction', 'R02328'), ('metanetx.reaction', 'MNXR99846'), ('rhea', ['15226', '15227', '15225', '15228']), ('sabiork', '2281'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01675')])",,
TDPGDH_num2,"DTDPglucose 4,6-dehydratase","OrderedDict([('dtdp4d6dg_c', 1.0), ('dtdpglu_c', -1.0), ('h2o_c', 1.0)])",0.0,1000.0,b2041,"OrderedDict([('bigg.reaction', 'TDPGDH'), ('biocyc', 'META:DTDPGLUCDEHYDRAT-RXN'), ('ec-code', '4.2.1.46'), ('kegg.reaction', 'R06513'), ('metanetx.reaction', 'MNXR104761'), ('rhea', ['17221', '17222', '17224', '17223']), ('sabiork', '2648'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01997')])",,
