,MW,kcat,type,kcat_MW
TYRTA_reverse_num3,270.1798343487,24103.015866,proteozyme,89.21100985979628
PUNP4_reverse_num1,236.4285369521,9382.3494192,proteozyme,39.68365891931585
PUNP4_reverse_num2,205.6436957135,9382.3494192,proteozyme,45.62429879820562
AMAOTr_reverse,125.0391648376,32523.3612864,proteozyme,260.10539440695334
GLCATr_reverse,79.626762624,10000.1298276,proteozyme,125.58754742825498
ALAALAr_reverse_num1,51.9272471134,20079.2366388,proteozyme,386.6801680233591
ALAALAr_reverse_num2,86.7475781762,20079.2366388,proteozyme,231.46740302092869
ACACT1r_reverse_num1,61.4562280765,49056.7815,proteozyme,798.239381677227
ACACT1r_reverse_num2,213.1858378527,49056.7815,proteozyme,230.11275980675416
ACACT1r_reverse_num3,107.9763626052,49056.7815,proteozyme,454.3288949209101
SUCOAS_reverse,187.99922505190003,36798.901632,proteozyme,195.7396453195012
GALKr_reverse,54.7356067433,27093.8563992,proteozyme,494.9950865853234
YUMPS_reverse,130.3995220581,117059.481756,proteozyme,897.698702483309
ADSL1r_reverse,272.3053543376,16835.3794188,proteozyme,61.82537049171553
AICART_reverse,75.7188594716,30129.8922252,proteozyme,397.91793531307576
PGM_reverse_num1,75.4330441944,242966.320164,proteozyme,3220.9533999164432
PGM_reverse_num2,74.2193858847,242966.320164,proteozyme,3273.623424228392
TPI_reverse,71.2472504028,132458.501376,proteozyme,1859.1384316887884
RPI_reverse_num1,60.38679817839999,85593.190644,proteozyme,1417.415614438326
RPI_reverse_num2,42.4583613218,85593.190644,proteozyme,2015.9325037363765
PERD_reverse,109.2745503869,29134.9589436,proteozyme,266.6216318478922
ATHRDHr_reverse,143.9585776761,28339.932006,proteozyme,196.86171163599232
LSERDHr_reverse,143.9585776761,11184.7652028,proteozyme,77.69432973952544
DSERDHr_reverse,143.9585776761,17622.7062408,proteozyme,122.4151177740187
UDPKAAT_reverse,55.0099312954,44134.30026,proteozyme,802.2969529447597
MLTP1_reverse,239.1190836304,78285.206052,proteozyme,327.39003873485626
IPDDI_reverse,27.0868089159,55097.274312,proteozyme,2034.0998632606663
DURADx_reverse,236.1497217718,14611.841517600002,proteozyme,61.87532810951161
ECOAH7_reverse_num1,101.7948808106,25171.1905716,proteozyme,247.27363862661844
ECOAH7_reverse_num2,210.2509481694,25171.1905716,proteozyme,119.71974819024108
LDH_D_reverse,193.0167096016,11290.7991132,proteozyme,58.49648528619621
T2DECAI_reverse,50.1076181513,17543.2976676,proteozyme,350.11238440087084
CLPNS180pp_reverse_num1,72.40781363789999,9824.3619408,proteozyme,135.68096379667088
CLPNS180pp_reverse_num2,62.9130406955,9824.3619408,proteozyme,156.15779864066738
CLPNS181pp_reverse_num1,72.40781363789999,10525.550868,proteozyme,145.36484861477263
CLPNS181pp_reverse_num2,62.9130406955,10525.550868,proteozyme,167.30316563371676
CLPNS120pp_reverse_num1,62.9130406955,17185.4877312,proteozyme,273.16256758877705
CLPNS120pp_reverse_num2,72.40781363789999,17185.4877312,proteozyme,237.34300026157263
CLPNS160pp_reverse_num1,62.9130406955,19150.7918472,proteozyme,304.40098961183736
CLPNS160pp_reverse_num2,72.40781363789999,19150.7918472,proteozyme,264.48515546913313
CLPNS161pp_reverse_num1,72.40781363789999,13654.3439412,proteozyme,188.57555911690983
CLPNS161pp_reverse_num2,62.9130406955,13654.3439412,proteozyme,217.03519318494264
HPYRI_reverse,77.6018855377,10252.3242384,proteozyme,132.1143702548218
GUI2_reverse,71.3048361056,1106757.02052,proteozyme,15521.486072570604
3OAR120_reverse,135.0374164476,168004.92085199998,proteozyme,1244.136071850817
ACONTb_reverse_num1,246.9795320626,58615.67725200001,proteozyme,237.33010084877455
ACONTb_reverse_num2,258.0188169512,58615.67725200001,proteozyme,227.17597865385997
MICITDr_reverse,246.9795320626,42684.560064,proteozyme,172.8263055141795
ACONTa_reverse_num1,246.9795320626,34269.901524,proteozyme,138.7560387607904
ACONTa_reverse_num2,258.0188169512,34269.901524,proteozyme,132.81938863583576
3OAR140_reverse,135.0374164476,10447.0432272,proteozyme,77.36406325023165
3OAR160_reverse,135.0374164476,15760.1644164,proteozyme,116.70961153581892
CLPNS140pp_reverse_num1,72.40781363789999,25952.2417404,proteozyme,358.4176960539515
CLPNS140pp_reverse_num2,62.9130406955,25952.2417404,proteozyme,412.5097349214007
CLPNS141pp_reverse_num1,72.40781363789999,18706.2716844,proteozyme,258.346036768174
CLPNS141pp_reverse_num2,62.9130406955,18706.2716844,proteozyme,297.3353612796847
3OAR60_reverse,135.0374164476,16171.4984256,proteozyme,119.75568587596014
3OAR80_reverse,135.0374164476,41062.493484,proteozyme,304.08233928211973
3OAR40_reverse,135.0374164476,15479.5928472,proteozyme,114.6318794776906
3OAR100_reverse,135.0374164476,21350.2799988,proteozyme,158.10640162154445
3OAR180_reverse,135.0374164476,11764.0995588,proteozyme,87.1173328717004
ACOAD7f_reverse,117.8451784612,460800.0,proteozyme,3910.215131556836
ACOAD8f_reverse,117.8451784612,323145.37044,proteozyme,2742.117875839903
ACOAD5f_reverse,117.8451784612,1281600.0,proteozyme,10875.285834642453
ACOAD3f_reverse,117.8451784612,1281600.0,proteozyme,10875.285834642453
ACOAD2f_reverse,117.8451784612,1281600.0,proteozyme,10875.285834642453
ACOAD4f_reverse,117.8451784612,1281600.0,proteozyme,10875.285834642453
ACOAD6f_reverse,117.8451784612,1000800.0,proteozyme,8492.498488850004
FRULYSE_reverse,329.3355400138,26511.742962,proteozyme,80.50070442105668
POR5_reverse_num1,196.2158859622,52980.56892,proteozyme,270.01161837735424
POR5_reverse_num2,196.1672815158,52980.56892,proteozyme,270.0785192648589
HACD8_reverse_num1,210.2509481694,23805.6572664,proteozyme,113.22496984517612
HACD8_reverse_num2,101.7948808106,23805.6572664,proteozyme,233.85908089713183
CTECOAI8_reverse,210.2509481694,51918.913944,proteozyme,246.93783498264528
CTECOAI6_reverse,210.2509481694,29128.1296356,proteozyme,138.53982533354073
REPHACCOAI_reverse,37.5160287558,10703.3475384,proteozyme,285.30065397034474
DHNPTE_reverse,143.9064071426,10065.0476808,proteozyme,69.94162303577161
FORCT_reverse,121.0572983972,129064.068504,proteozyme,1066.1403336503436
HADPCOADH3_reverse,68.3270212998,18258.392754,proteozyme,267.22067502236405
ACACT8r_reverse_num1,61.4562280765,30393.7758288,proteozyme,494.5597343033513
ACACT8r_reverse_num2,107.9763626052,30393.7758288,proteozyme,281.48545751564586
CTECOAI7_reverse,210.2509481694,198000.0,proteozyme,941.7317815873564
DHACOAH_reverse,35.9744225102,12132.6056928,proteozyme,337.25644072145934
ALDD19xr_reverse,283.6974176945,9300.7587096,proteozyme,32.78407954920314
VPAMTr_reverse,61.6948917576,10207.7989956,proteozyme,165.45614563530754
13PPDH2_reverse,111.201161962,10451.4447852,proteozyme,93.98683072009176
GHBDHx_reverse,164.61137299979998,135145.733652,proteozyme,820.9987632638494
APPLDHr_reverse,409.0402282448,20318.8255812,proteozyme,49.6743942970805
DHNPA2r_reverse,143.9064071426,11082.1641192,proteozyme,77.00952542174473
NADHXE_reverse,72.1806406819,13156.1845416,proteozyme,182.26749468156277
NADPHXE_reverse,72.1806406819,922865.21784,proteozyme,12785.494962659945
DXYLTD_reverse_num1,91.6605895816,71697.112164,proteozyme,782.202170979626
DXYLTD_reverse_num2,92.4762989864,71697.112164,proteozyme,775.3025688727457
2DDARAA_reverse_num1,43.2179378741,9688.4084736,proteozyme,224.17563054081185
2DDARAA_reverse_num2,171.8610959968,9688.4084736,proteozyme,56.37348241850148
ACOXT_reverse,110.0752029795,10077.212412,proteozyme,91.5484336093093
4ABZGLUH_reverse,260.9368007401,31226.5082484,proteozyme,119.67077146585557
PCNO_reverse,91.7243829175,18766.7882064,proteozyme,204.59977608439715
5DKGR_reverse_num1,35.75332511,23521.1773896,proteozyme,657.873842984782
5DKGR_reverse_num2,36.4040699671,23521.1773896,proteozyme,646.1139485463342
LKDRA_reverse,229.1489644853,9819.4111128,proteozyme,42.85164951478504
METNA_reverse,50.84368494419999,27085.9754304,proteozyme,532.7303766461137
PUACGAMS_reverse,88.2905051948,82566.781596,proteozyme,935.1716972717344
ARHGDx_reverse,233.3846834963,9808.8343596,proteozyme,42.02861221505783
INOSTO_reverse,80.7842880812,28380.9759084,proteozyme,351.318017185136
UDPGPT_reverse,69.21973177049999,46403.306208,proteozyme,670.3768567299783
4HTHRA_reverse,192.8048576124,16492.0014972,proteozyme,85.53727173385975
RHMND_reverse,467.3049404441,16526.487556800002,proteozyme,35.36553142599813
